Replicate,TFIDF_Hit1Macro,TFIDF_MRRMacro,MPNET_Hit1Macro,MPNET_MRRMacro
126,0.13969377041864617,0.232741434296249,0.18231898133104527,0.2716422915726356
127,0.020546304348149916,0.1508836815672654,0.02220824755267786,0.13459382718653037
128,0.023460195223346348,0.16365243137413682,0.015344867364502034,0.15761256473058657
129,0.006967278848070652,0.12775818046994575,0.0221842203026951,0.1480721493455536
130,0.01322658135989031,0.12808543809761422,0.010138733426109577,0.12793952659647498
131,0.06738125042061863,0.20114276095164182,0.04566881804155355,0.1753826150337628
132,0.02761194435341225,0.20832286180622386,0.01938411072108988,0.19602346884601662
133,0.027600494606382836,0.14691050759482646,0.02309641719103721,0.15926574774156674
134,0.13188894741289625,0.26085951570133137,0.12225878713408082,0.261394032856024
135,0.06532519588753773,0.18057871210427615,0.06306140206383537,0.18103877546197888
136,0.0890243569187965,0.21153853274061196,0.08953463262389667,0.193876507006913
137,0.036721633430674624,0.14391174707128054,0.003710545020394199,0.14161477256468324
138,0.0889674857475681,0.21735751968078262,0.09091854505127783,0.24400201806844202
139,0.052483816687719,0.2297498996302903,0.10305301572017804,0.2467335160277148
140,0.07406870260570979,0.17802558257006515,0.05840918627749496,0.17933713165891352
141,0.12192181836890897,0.2250444906127139,0.11442528578834124,0.22715013200826958
142,0.0619470217175404,0.18804274889717879,0.02033480250044657,0.15517772359648943
143,0.0588724756266994,0.19464579785688166,0.057509028989022375,0.21288394751855186
144,0.03996615680618692,0.15858739084261747,0.006293807259652374,0.15036734289172887
145,0.01637379569803178,0.12578602829993527,0.020497087229716323,0.1389511701372744
146,0.0035003686513149297,0.11089606150754888,0.0029050911830110467,0.09921465968469087
147,0.06994216584635606,0.1868335302914869,0.1077926586995986,0.22076507565865214
148,0.043338427736836084,0.12880880651690327,0.040594405275156134,0.1426971417511407
149,0.006950823540007117,0.16985599741166452,0.0023069528014837016,0.16849834819292894
150,0.08875466689769686,0.21360473192896634,0.08657807431062219,0.1966071023958657
151,0.035678517881798405,0.14259740553232697,0.03071967199802588,0.11382285294843562
152,0.028538258267996896,0.13281402940417383,0.004138203762301638,0.12407960390413739
153,0.0456939781764602,0.1876783646666098,0.0056485369956166915,0.13984689083538032
154,0.0041468016623389505,0.12439610550815995,0.0020703933747412005,0.10290979984598088
155,0.013171815162549881,0.18603256809403695,0.0029503762491616186,0.1875792299589118
156,0.10361315514413974,0.24247070764502948,0.1527521022029458,0.27625522286817566
157,0.08355846755858379,0.24328207124741927,0.0512964490314194,0.23451114600160083
158,0.12381622405633962,0.2731319893762408,0.09520515242907779,0.2889590677716578
159,0.01012050345296449,0.12506874612380642,0.0038742497964901735,0.12807492596043335
160,0.003254728759396482,0.1251837357438306,0.0,0.10750515294331937
161,0.05582126187974862,0.16703225153287976,0.05017509168283833,0.1624540693950931
162,0.07011798859506131,0.17856428810266256,0.05952490820969593,0.18537177736462865
163,0.0046866184654994645,0.11042798194993309,0.00207019037392583,0.09327635220737018
164,0.012398955156565996,0.15858858185615168,0.003557567525382849,0.1540920982336192
165,0.09538312308740858,0.22110423415830815,0.10454905288877171,0.23007630498434012
166,0.06367508204901905,0.2393940436499046,0.13471703244135932,0.27210701045751234
167,0.03998101419245879,0.1775933918233487,0.014679313246295083,0.13811863985190515
168,0.052236205161050965,0.16932682478821928,0.02142538035852895,0.1577834214612503
169,0.010025253302250542,0.13375319776675657,0.0018546816578076664,0.12497272718008341
170,0.035102497664206436,0.15563493507593873,0.017600543268305374,0.15417948260422035
171,0.06376055828298981,0.18669171932601702,0.05639567197031593,0.17851250340238176
172,0.07784490020239139,0.20350738704191054,0.13814684908000116,0.24514002966859158
173,0.03451464482671507,0.1404723298390991,0.012687057903776978,0.12743706710805386
174,0.11861533478208308,0.25156645569804004,0.1275289375968681,0.2647957966621784
175,0.05307383429450996,0.18738652739897443,0.10272238275354367,0.1977395202933589
176,0.05687226028024574,0.21874263605503017,0.05867027526733066,0.20868388999136472
177,0.05442327094747843,0.18295967435525706,0.058366147888615286,0.18865365904025333
178,0.013647307467095455,0.15234348883823684,0.004231598204389974,0.13732749292492769
179,0.014873976199189887,0.12976274948943764,0.007643807903952297,0.10365619156241229
180,0.01258564858642972,0.16115030868061264,0.0043129547888523575,0.16644647528245388
181,0.012258751582523231,0.12301654981457029,0.03975496283932205,0.13152356731261552
182,0.014312385133002089,0.12615287234353248,0.01291601591920803,0.1129393915398232
183,0.1451320715998555,0.2829400297669055,0.1476181288481647,0.2915958819092528
184,0.015220289528109646,0.16488073603904835,0.004869759998633645,0.16622279302488066
185,0.1136685573974343,0.2683982224126313,0.09166067126388744,0.2521836852418147
186,0.008816259404665608,0.14556446236820011,0.004245083062049239,0.13810511064790315
187,0.10558828772735004,0.2007737107213275,0.08999337617845844,0.20191357174995303
188,0.0264602232007771,0.13919683156267287,0.040597794034059755,0.15318854145217212
189,0.06513746444378624,0.1884367484693362,0.047536384130504976,0.16911506832382656
190,0.01041555405075327,0.13766384007323412,0.001947625977454628,0.14983580600723415
191,0.054470678199606666,0.2065712961227769,0.0529838992977828,0.21666610693575578
192,0.02168378875111504,0.16799864440463602,0.011242795699014044,0.17790136013507957
193,0.14015076593155992,0.25084395773125473,0.12536742413418192,0.22126307671951562
194,0.006408140407609643,0.11336886914290875,0.0026662127090786,0.1143981641128959
195,0.0904083567860054,0.22015805130423327,0.017612243707529195,0.17335420311398073
196,0.11774689835884197,0.2448806027730067,0.07028503879187761,0.22452587767379964
